Name,Age,Height,Weight,Gender,Hair Colour,Skin Colour,Profession,Allergies,Commitment,Work Preference
Corey Wilson,23,161,79,Female,Red,Medium,Artist,No allergies,Short Term,Solo
Sam Thompson,20,158,119,Female,Red,Light,Scientist,No allergies,Short Term,Solo
Sam Clark,28,192,66,Female,Black,Olive,Teacher,Latex,Long Term,Solo
Blake Ross,56,161,83,Male,Red,Olive,Writer,Pollen,Long Term,Team
Spencer Patterson,48,190,68,Female,Grey,Light,Doctor,Animals,Long Term,Team
Thomas Sanders,62,171,99,Female,Grey,Olive,Nurse,Insect Stings,Short Term,Team
Kelsey Lopez,58,162,107,Male,Brown,Light,Doctor,Foods,Short Term,Team
Carson Peterson,47,182,55,Male,White,Olive,Writer,Medications,Short Term,Team
Kayden Miller,49,168,54,Male,Grey,Medium,Developer,Foods,Long Term,Solo
Colin Bennett,38,197,64,Female,Black,Medium,Doctor,Animals,Long Term,Solo
Cameron Edwards,29,174,91,Female,Grey,Dark,Chef,Pollen,Short Term,Team
Reid Ramirez,30,162,87,Female,Blonde,Tan,Teacher,Mold,Long Term,Solo
Jordan Green,47,151,71,Male,Blonde,Brown,Chef,Insect Stings,Long Term,Team
Nathan Diaz,38,162,107,Female,Blonde,Brown,Doctor,Medications,Long Term,Team
Tanner Rodriguez,28,172,69,Male,Red,Light,Chef,Dust Mites,Short Term,Team
Shawn Morris,31,152,69,Female,Blonde,Dark,Scientist,Medications,Short Term,Solo
Ethan Bailey,60,196,69,Female,Brown,Brown,Nurse,Animals,Short Term,Solo
Jayden Taylor,39,192,83,Male,White,Dark,Writer,Dust Mites,Short Term,Team
Corey Foster,24,164,118,Male,Black,Olive,Scientist,Insect Stings,Short Term,Team
Dakota Jenkins,23,161,69,Male,Brown,Light,Developer,Mold,Short Term,Solo
Leo Robinson,45,184,103,Female,Red,Olive,Teacher,Foods,Short Term,Solo
Finn Watson,52,153,99,Female,Blonde,Medium,Teacher,No allergies,Long Term,Team
Luke Howard,49,178,117,Female,Brown,Olive,Writer,Dust Mites,Long Term,Solo
Hayden Sanchez,65,169,65,Female,White,Medium,Artist,Mold,Short Term,Team
Nathan Martinez,63,177,68,Male,Black,Medium,Doctor,No allergies,Long Term,Team
Charlie Smith,40,162,70,Female,Brown,Brown,Chef,Pollen,Short Term,Team
Logan Flores,28,176,71,Male,Black,Tan,Chef,Insect Stings,Long Term,Team
Tristan Murphy,45,165,79,Male,Grey,Medium,Writer,Perfumes/Household Chemicals,Long Term,Team
Dylan Cooper,44,197,60,Female,White,Light,Writer,Medications,Short Term,Solo
Kayden White,33,177,120,Female,Black,Light,Engineer,Pollen,Short Term,Team
Corbin Hernandez,63,188,69,Male,White,Brown,Writer,Pollen,Long Term,Team
Keegan Bryant,56,196,58,Female,Blonde,Dark,Teacher,Medications,Long Term,Solo
Jesse Jackson,59,152,104,Female,Grey,Medium,Teacher,Insect Stings,Short Term,Solo
Ethan Diaz,22,189,66,Female,Grey,Tan,Chef,Foods,Long Term,Team
